Transaction_ID,Date,Product_ID,Customer_ID,Payment_Method,Quantity,Selling_Price,Discount_Pct,Revenue,Customer_Rating
TXN101303,2021-08-12 03:13:07,P015,CU0261,Debit Card,5,14115.28,0.0,70576.4,4.0
TXN103450,2021-08-12 04:38:53,P004,CU0490,Debit Card,2,69897.71,0.0,139795.42,3.5
TXN100806,2021-08-12 04:50:40,P015,CU0197,UPI,3,27524.46,5.0,82573.38,3.0
TXN102989,2021-08-12 12:24:07,P005,CU0215,Cash,3,23656.47,5.0,70969.41,3.0
TXN100221,2021-08-12 13:54:55,P003,CU0385,UPI,1,53138.34,15.0,53138.34,3.5
TXN103626,2021-08-12 22:48:01,P012,CU0456,Credit Card,1,27374.53,5.0,27374.53,4.5
TXN104280,2021-08-12 23:13:04,P004,CU0415,Cash,5,43913.07,0.0,219565.35,3.0
TXN102889,2021-08-13 18:14:07,P010,CU0393,Credit Card,1,29442.56,0.0,29442.56,5.0
TXN101052,2021-08-14 15:27:37,P003,CU0360,Credit Card,1,38400.72,10.0,38400.72,4.5
TXN100350,2021-08-14 18:24:09,P001,CU0027,Debit Card,1,48239.16,5.0,48239.16,3.5
TXN102038,2021-08-15 13:36:31,P015,CU0014,Credit Card,2,21038.19,0.0,42076.38,3.5
TXN103320,2021-08-15 14:14:53,P006,CU0024,Credit Card,1,31697.41,5.0,31697.41,2.0
TXN100280,2021-08-15 22:09:46,P009,CU0045,Cash,1,41314.89,15.0,41314.89,3.5
TXN103753,2021-08-16 07:42:16,P009,CU0500,Credit Card,1,26491.05,0.0,26491.05,3.0
TXN102928,2021-08-16 16:20:47,P005,CU0325,UPI,1,29482.36,8.0,29482.36,5.0
TXN102697,2021-08-17 19:30:00,P012,CU0399,UPI,1,24508.69,0.0,24508.69,3.5
TXN101569,2021-08-18 07:46:50,P017,CU0053,UPI,4,11252.99,0.0,45011.96,3.0
TXN100511,2021-08-18 10:03:22,P006,CU0455,Cash,2,51004.92,0.0,102009.84,4.0
TXN103210,2021-08-18 23:16:10,P005,CU0471,Cash,2,47194.42,0.0,94388.84,3.5
TXN103991,2021-08-19 16:14:15,P004,CU0081,UPI,4,56912.48,0.0,227649.92,4.5
TXN102748,2021-08-19 22:47:51,P007,CU0194,Debit Card,1,22937.86,15.0,22937.86,2.5
TXN100207,2021-08-20 02:47:38,P010,CU0287,Cash,2,22746.15,0.0,45492.3,3.5
TXN100094,2021-08-20 14:28:11,P003,CU0136,Credit Card,1,40313.91,15.0,40313.91,4.0
TXN103353,2021-08-20 21:48:21,P006,CU0244,Debit Card,1,36839.9,0.0,36839.9,3.5
TXN102612,2021-08-20 21:59:56,P010,CU0393,Debit Card,1,39741.82,10.0,39741.82,3.0
TXN101999,2021-08-21 19:33:37,P002,CU0004,Cash,3,62000.01,0.0,186000.03,4.5
TXN103633,2021-08-22 21:57:52,P011,CU0444,Cash,1,47492.93,0.0,47492.93,3.5
TXN102712,2021-08-22 22:27:53,P003,CU0149,Credit Card,2,59658.96,0.0,119317.92,5.0
TXN101585,2021-08-23 00:00:55,P014,CU0230,Credit Card,3,28524.33,5.0,85572.99,4.5
TXN101608,2021-08-23 05:59:10,P015,CU0381,Debit Card,2,26979.51,5.0,53959.02,3.5
TXN101818,2021-08-23 15:01:55,P012,CU0342,Credit Card,3,34920.55,0.0,104761.65,3.5
TXN103697,2021-08-24 03:31:01,P009,CU0350,UPI,2,20636.92,5.0,41273.84,3.5
TXN103769,2021-08-24 13:26:28,P006,CU0240,UPI,2,18133.07,0.0,36266.14,3.0
TXN100527,2021-08-25 01:37:05,P002,CU0141,UPI,3,35477.55,5.0,106432.65,4.5
TXN102301,2021-08-25 07:45:10,P001,CU0162,Cash,1,42517.14,0.0,42517.14,5.0
TXN100555,2021-08-25 10:03:05,P015,CU0437,Debit Card,4,16038.7,0.0,64154.8,4.0
TXN102498,2021-08-26 01:58:58,P015,CU0397,Credit Card,1,12061.59,0.0,12061.59,3.0
TXN100677,2021-08-26 05:40:42,P002,CU0371,UPI,1,54103.35,3.0,54103.35,4.5
TXN102910,2021-08-26 07:03:10,P004,CU0362,Credit Card,1,53006.97,8.0,53006.97,4.0
TXN101525,2021-08-26 16:06:27,P001,CU0414,UPI,1,33029.0,5.0,33029.0,4.5
TXN100496,2021-08-26 23:00:50,P009,CU0003,Cash,1,23372.95,8.0,23372.95,2.5
TXN101324,2021-08-27 04:12:34,P007,CU0099,Credit Card,1,54611.2,10.0,54611.2,3.5
TXN100749,2021-08-27 17:37:11,P012,CU0271,Debit Card,3,14558.02,3.0,43674.06,2.5
TXN103084,2021-08-27 18:48:58,P005,CU0354,Credit Card,1,24896.48,0.0,24896.48,4.0
TXN104288,2021-08-28 02:35:46,P017,CU0448,Cash,2,15964.69,5.0,31929.38,3.5
TXN103572,2021-08-28 16:17:42,P009,CU0303,Debit Card,1,34271.92,0.0,34271.92,4.5
TXN104025,2021-08-29 01:07:45,P003,CU0126,UPI,1,68970.44,8.0,68970.44,4.0
TXN103667,2021-08-29 09:02:15,P001,CU0307,UPI,1,44990.65,0.0,44990.65,3.5
TXN101761,2021-08-29 17:17:37,P006,CU0249,UPI,1,31712.68,3.0,31712.68,3.5
TXN102378,2021-08-29 19:18:55,P012,CU0045,Credit Card,1,23502.07,5.0,23502.07,5.0
TXN102576,2021-08-29 20:52:21,P005,CU0213,Credit Card,1,22872.83,0.0,22872.83,4.0
TXN103304,2021-08-30 05:41:31,P014,CU0345,Cash,1,21171.6,0.0,21171.6,3.5
TXN103839,2021-08-30 08:54:41,P015,CU0488,Debit Card,3,22041.26,0.0,66123.78,3.0
TXN100495,2021-08-30 09:45:28,P006,CU0323,UPI,3,36368.32,0.0,109104.96,4.5
TXN102896,2021-08-30 17:38:34,P006,CU0194,Credit Card,3,19892.82,0.0,59678.46,4.0
TXN102733,2021-08-31 02:39:52,P010,CU0046,Debit Card,1,25432.87,5.0,25432.87,4.5
TXN100636,2021-08-31 12:17:40,P014,CU0183,Credit Card,2,21681.02,10.0,43362.04,3.0
TXN100237,2021-08-31 14:36:12,P004,CU0364,Credit Card,3,54774.5,15.0,164323.5,3.5
TXN103167,2021-08-31 21:58:14,P011,CU0104,Cash,1,37402.36,5.0,37402.36,5.0
TXN104094,2021-09-01 04:04:55,P005,CU0449,UPI,4,34666.21,5.0,138664.84,3.5
TXN103851,2021-09-01 06:04:43,P015,CU0391,Debit Card,1,18452.2,0.0,18452.2,5.0
TXN100218,2021-09-02 07:43:00,P009,CU0392,Debit Card,1,41083.51,0.0,41083.51,3.5
TXN103276,2021-09-03 16:37:35,P014,CU0376,UPI,1,27108.11,15.0,27108.11,5.0
TXN103933,2021-09-03 19:52:31,P014,CU0101,UPI,2,11446.78,5.0,22893.56,5.0
TXN104485,2021-09-03 21:12:05,P011,CU0289,UPI,1,49484.19,0.0,49484.19,3.0
TXN103825,2021-09-03 22:07:58,P003,CU0124,Debit Card,2,69513.14,0.0,139026.28,3.5
TXN101544,2021-09-04 10:15:13,P007,CU0161,Cash,1,64258.91,0.0,64258.91,4.0
TXN100649,2021-09-05 00:40:20,P006,CU0494,Debit Card,1,52144.67,3.0,52144.67,4.0
TXN103523,2021-09-05 01:52:17,P017,CU0057,UPI,1,22757.16,3.0,22757.16,5.0
TXN103107,2021-09-05 03:22:23,P006,CU0394,Credit Card,1,57937.99,0.0,57937.99,4.0
TXN100678,2021-09-05 08:12:31,P014,CU0156,Cash,2,34526.63,0.0,69053.26,4.0
TXN101947,2021-09-05 09:58:30,P001,CU0013,UPI,1,46060.25,8.0,46060.25,4.0
TXN101572,2021-09-05 14:13:34,P006,CU0073,Credit Card,1,39946.65,8.0,39946.65,4.0
TXN100552,2021-09-06 00:48:56,P014,CU0225,Cash,2,33542.4,0.0,67084.8,4.5
TXN100541,2021-09-06 01:07:37,P013,CU0027,Credit Card,1,24550.79,0.0,24550.79,2.0
TXN103484,2021-09-06 13:26:12,P004,CU0281,Credit Card,3,32497.58,8.0,97492.74,2.0
TXN100173,2021-09-06 18:39:35,P011,CU0073,Credit Card,4,25778.47,10.0,103113.88,3.5
TXN102779,2021-09-06 23:46:19,P010,CU0019,Cash,1,37912.48,0.0,37912.48,4.5
TXN103240,2021-09-07 05:05:41,P016,CU0301,Debit Card,1,11805.89,0.0,11805.89,4.0
TXN101505,2021-09-07 17:12:54,P010,CU0366,UPI,1,39581.46,8.0,39581.46,5.0
TXN101341,2021-09-08 09:35:46,P016,CU0483,Credit Card,2,10286.64,8.0,20573.28,5.0
TXN101531,2021-09-08 12:47:37,P001,CU0483,Debit Card,4,70930.31,0.0,283721.24,3.0
TXN103232,2021-09-08 16:13:15,P009,CU0074,UPI,2,19247.66,0.0,38495.32,3.5
TXN104234,2021-09-08 20:57:47,P008,CU0347,UPI,2,52872.43,8.0,105744.86,3.5
TXN100714,2021-09-09 16:43:47,P013,CU0146,Cash,1,23999.72,0.0,23999.72,4.5
TXN103306,2021-09-10 02:43:47,P008,CU0097,UPI,1,43198.79,10.0,43198.79,2.5
TXN102711,2021-09-10 04:37:47,P012,CU0093,Credit Card,2,14629.66,10.0,29259.32,3.5
TXN100611,2021-09-10 14:27:35,P008,CU0344,UPI,3,51028.01,0.0,153084.03,4.5
TXN101750,2021-09-10 20:24:22,P001,CU0272,Debit Card,2,70076.0,0.0,140152.0,4.5
TXN102672,2021-09-10 21:04:06,P013,CU0284,Debit Card,4,32890.78,3.0,131563.12,3.0
TXN101668,2021-09-11 05:03:30,P004,CU0086,UPI,2,69419.3,0.0,138838.6,3.5
TXN100684,2021-09-11 05:27:00,P002,CU0358,Debit Card,1,58428.53,8.0,58428.53,3.5
TXN101941,2021-09-11 05:30:48,P006,CU0225,Debit Card,2,26341.87,5.0,52683.74,3.5
TXN103360,2021-09-11 15:54:42,P007,CU0228,UPI,3,45494.83,8.0,136484.49,3.0
TXN101633,2021-09-12 15:31:40,P002,CU0460,UPI,1,39675.64,0.0,39675.64,2.5
TXN102894,2021-09-12 17:10:41,P002,CU0453,Debit Card,1,27839.61,15.0,27839.61,5.0
TXN100131,2021-09-12 17:48:52,P010,CU0442,Debit Card,1,41442.58,5.0,41442.58,4.5
TXN101415,2021-09-12 18:11:51,P005,CU0168,Cash,1,36666.79,0.0,36666.79,2.5
TXN104369,2021-09-13 00:48:06,P009,CU0071,Cash,1,38558.23,0.0,38558.23,5.0
TXN101010,2021-09-13 08:03:26,P006,CU0011,UPI,2,61162.8,5.0,122325.6,4.0
TXN100655,2021-09-13 12:35:41,P007,CU0074,Cash,4,50750.9,3.0,203003.6,5.0
TXN100257,2021-09-13 21:59:59,P005,CU0025,UPI,3,53875.97,0.0,161627.91,4.5
TXN102079,2021-09-14 02:27:15,P014,CU0129,Credit Card,3,14482.83,0.0,43448.49,3.0
TXN104319,2021-09-14 06:48:16,P009,CU0198,Cash,1,35047.73,10.0,35047.73,4.0
TXN103126,2021-09-14 16:35:11,P001,CU0091,Debit Card,1,37883.24,0.0,37883.24,3.0
TXN104084,2021-09-14 21:12:25,P005,CU0139,UPI,1,32692.77,0.0,32692.77,3.5
TXN101927,2021-09-14 22:03:33,P013,CU0422,Debit Card,2,24245.3,5.0,48490.6,3.5
TXN104194,2021-09-14 23:54:19,P011,CU0406,Credit Card,1,35989.58,0.0,35989.58,3.5
TXN102144,2021-09-15 09:07:30,P017,CU0475,Cash,1,16797.85,3.0,16797.85,5.0
TXN100104,2021-09-16 09:46:44,P004,CU0335,Debit Card,5,52194.79,15.0,260973.95,3.0
TXN100554,2021-09-16 10:14:30,P012,CU0214,Debit Card,3,13897.37,0.0,41692.11,2.5
TXN100975,2021-09-16 14:45:34,P003,CU0474,UPI,2,52499.94,0.0,104999.88,3.0
TXN104420,2021-09-17 20:31:01,P013,CU0290,Cash,2,25218.44,3.0,50436.88,5.0
TXN101138,2021-09-17 21:38:21,P015,CU0132,Cash,2,22812.46,5.0,45624.92,5.0
TXN102906,2021-09-18 10:47:47,P001,CU0089,Cash,2,48907.95,0.0,97815.9,3.5
TXN100098,2021-09-18 14:41:23,P004,CU0338,UPI,1,36574.6,0.0,36574.6,3.5
TXN104466,2021-09-18 22:40:38,P005,CU0197,Cash,1,34898.08,0.0,34898.08,4.0
TXN102007,2021-09-19 03:43:20,P013,CU0300,UPI,5,23919.95,10.0,119599.75,5.0
TXN104449,2021-09-19 21:14:31,P010,CU0303,Cash,4,41326.08,0.0,165304.32,5.0
TXN100928,2021-09-19 21:24:35,P016,CU0245,Debit Card,1,20396.54,3.0,20396.54,2.0
TXN101460,2021-09-19 21:53:45,P017,CU0075,Cash,1,20633.25,3.0,20633.25,3.5
TXN102416,2021-09-20 02:37:18,P004,CU0302,UPI,1,48604.75,0.0,48604.75,3.0
TXN100437,2021-09-20 07:02:56,P016,CU0385,Cash,1,17728.7,3.0,17728.7,4.0
TXN101837,2021-09-20 12:59:34,P002,CU0167,UPI,2,50236.29,5.0,100472.58,4.5
TXN100886,2021-09-20 21:13:40,P007,CU0105,Credit Card,2,58162.78,3.0,116325.56,3.0
TXN101118,2021-09-21 15:48:05,P010,CU0284,Debit Card,1,22708.31,5.0,22708.31,2.5
TXN102487,2021-09-21 23:37:27,P005,CU0363,Debit Card,1,22385.44,0.0,22385.44,3.5
TXN101734,2021-09-22 01:28:07,P014,CU0154,UPI,2,23743.45,0.0,47486.9,4.0
TXN103956,2021-09-22 05:11:00,P004,CU0319,UPI,3,40533.42,5.0,121600.26,3.0
TXN100061,2021-09-22 07:31:56,P004,CU0056,UPI,2,62453.93,5.0,124907.86,3.0
TXN100517,2021-09-22 08:44:27,P017,CU0174,Credit Card,1,12647.2,10.0,12647.2,1.5
TXN103182,2021-09-22 13:27:14,P010,CU0018,Debit Card,1,49291.9,0.0,49291.9,5.0
TXN104251,2021-09-22 13:50:00,P012,CU0351,UPI,2,13217.43,3.0,26434.86,4.0
TXN101909,2021-09-22 16:21:12,P001,CU0099,Credit Card,2,30626.3,0.0,61252.6,3.0
TXN100148,2021-09-22 17:26:41,P002,CU0007,UPI,1,30696.97,3.0,30696.97,4.0
TXN104253,2021-09-22 18:52:43,P001,CU0113,Debit Card,1,36346.38,0.0,36346.38,4.0
TXN103788,2021-09-22 21:47:25,P004,CU0087,Debit Card,3,57109.02,8.0,171327.06,4.5
TXN101500,2021-09-22 22:25:54,P010,CU0260,Cash,5,36127.26,0.0,180636.3,4.0
TXN103881,2021-09-23 02:56:13,P007,CU0282,Cash,3,52197.77,8.0,156593.31,2.5
TXN104152,2021-09-23 06:54:04,P001,CU0302,UPI,2,47963.43,5.0,95926.86,4.0
TXN102765,2021-09-23 10:08:29,P014,CU0318,UPI,1,23345.58,0.0,23345.58,4.0
TXN102351,2021-09-23 22:16:32,P001,CU0365,UPI,2,34237.87,0.0,68475.74,3.0
TXN102500,2021-09-24 03:54:02,P017,CU0260,Debit Card,4,19763.11,0.0,79052.44,3.5
TXN103325,2021-09-24 16:53:35,P007,CU0340,UPI,1,20927.45,8.0,20927.45,4.0
TXN102756,2021-09-25 04:33:55,P010,CU0302,Credit Card,4,19052.2,0.0,76208.8,4.0
TXN102821,2021-09-25 06:42:08,P002,CU0185,Debit Card,1,70911.01,0.0,70911.01,4.0
TXN102145,2021-09-25 09:28:23,P004,CU0402,UPI,4,65430.01,8.0,261720.04,4.0
TXN102093,2021-09-25 12:06:12,P008,CU0373,Debit Card,1,32304.9,10.0,32304.9,5.0
TXN103117,2021-09-25 13:45:20,P006,CU0017,UPI,2,34653.22,8.0,69306.44,2.0
TXN101080,2021-09-26 15:30:30,P011,CU0285,UPI,1,24854.88,8.0,24854.88,5.0
TXN102044,2021-09-27 09:51:56,P016,CU0369,Credit Card,1,29858.73,0.0,29858.73,4.5
TXN100185,2021-09-27 11:50:52,P004,CU0411,Credit Card,1,34044.47,10.0,34044.47,3.5
TXN102969,2021-09-27 18:20:43,P009,CU0299,Credit Card,3,40775.46,0.0,122326.38,4.0
TXN102816,2021-09-27 20:03:28,P016,CU0435,Cash,2,19400.8,5.0,38801.6,3.5
TXN104386,2021-09-28 01:25:44,P003,CU0338,UPI,1,56342.14,5.0,56342.14,3.0
TXN101071,2021-09-28 07:10:11,P011,CU0434,UPI,3,23719.78,8.0,71159.34,4.0
TXN101724,2021-09-28 09:28:58,P006,CU0250,UPI,1,39589.67,0.0,39589.67,3.5
TXN102021,2021-09-28 12:28:36,P014,CU0145,UPI,1,19689.79,5.0,19689.79,4.5
TXN103038,2021-09-28 21:39:57,P006,CU0437,Cash,1,37157.92,0.0,37157.92,4.0
TXN101366,2021-09-29 18:12:57,P007,CU0112,Credit Card,2,47188.6,5.0,94377.2,2.5
TXN103135,2021-09-30 06:05:40,P001,CU0299,Debit Card,3,37940.51,8.0,113821.53,4.5
TXN102423,2021-10-01 19:03:37,P017,CU0066,Cash,1,18845.64,0.0,18845.64,4.0
TXN100050,2021-10-01 19:35:02,P014,CU0063,Cash,3,12932.47,8.0,38797.41,5.0
TXN101158,2021-10-02 02:46:43,P013,CU0318,Credit Card,1,12524.67,0.0,12524.67,4.0
TXN101682,2021-10-02 02:53:14,P009,CU0107,Cash,2,27562.73,3.0,55125.46,2.5
TXN101343,2021-10-02 04:56:43,P001,CU0346,Credit Card,1,61338.71,10.0,61338.71,4.0
TXN101049,2021-10-02 07:42:33,P009,CU0123,UPI,1,44585.97,0.0,44585.97,3.0
TXN103318,2021-10-02 10:02:58,P016,CU0105,UPI,4,24500.11,0.0,98000.44,3.0
TXN101850,2021-10-02 16:19:56,P005,CU0155,UPI,2,29716.89,3.0,59433.78,4.5
TXN104076,2021-10-03 00:19:23,P002,CU0121,Debit Card,1,31129.49,10.0,31129.49,3.0
TXN102820,2021-10-03 07:03:26,P013,CU0426,Cash,2,20741.01,0.0,41482.02,4.5
TXN104472,2021-10-03 10:12:35,P002,CU0322,Debit Card,5,47758.25,10.0,238791.25,3.5
TXN104205,2021-10-03 13:11:10,P004,CU0346,UPI,1,40947.75,8.0,40947.75,5.0
TXN101169,2021-10-03 13:20:04,P016,CU0063,Credit Card,2,12605.47,5.0,25210.94,4.5
TXN103149,2021-10-03 15:20:27,P003,CU0371,UPI,1,74140.32,0.0,74140.32,4.0
TXN101790,2021-10-03 15:59:56,P011,CU0002,UPI,4,26395.95,0.0,105583.8,3.0
TXN100847,2021-10-04 13:53:47,P003,CU0288,Debit Card,1,57797.66,0.0,57797.66,4.5
TXN103624,2021-10-04 14:13:04,P009,CU0053,Cash,1,30785.78,5.0,30785.78,5.0
TXN101074,2021-10-05 00:32:11,P014,CU0023,UPI,3,21444.27,8.0,64332.81,3.5
TXN103885,2021-10-05 00:37:18,P003,CU0353,Debit Card,1,31279.13,8.0,31279.13,3.0
TXN103233,2021-10-05 06:13:40,P003,CU0078,UPI,2,68930.91,3.0,137861.82,3.0
TXN103706,2021-10-05 16:54:38,P004,CU0341,Cash,1,42548.31,3.0,42548.31,4.0
TXN104346,2021-10-06 12:05:11,P014,CU0278,UPI,1,33924.29,3.0,33924.29,3.0
TXN102166,2021-10-06 20:30:55,P006,CU0151,Cash,2,43547.68,0.0,87095.36,3.5
TXN100089,2021-10-07 17:10:54,P011,CU0276,Debit Card,2,21774.6,15.0,43549.2,4.5
TXN100438,2021-10-07 20:03:50,P003,CU0229,Cash,3,67919.9,0.0,203759.7,5.0
TXN101627,2021-10-08 09:11:09,P010,CU0155,UPI,2,32623.77,0.0,65247.54,4.5
TXN103262,2021-10-09 00:07:36,P017,CU0022,Cash,1,11396.64,15.0,11396.64,3.0
TXN100162,2021-10-09 08:46:38,P015,CU0342,Cash,2,11408.13,0.0,22816.26,3.0
TXN100412,2021-10-09 09:22:10,P012,CU0098,UPI,3,23844.84,10.0,71534.52,3.0
TXN103747,2021-10-09 13:08:41,P011,CU0485,Cash,1,29376.25,0.0,29376.25,2.5
TXN103433,2021-10-09 14:29:57,P010,CU0491,UPI,5,27188.52,10.0,135942.6,4.5
TXN103783,2021-10-09 19:46:15,P011,CU0423,Credit Card,1,16936.52,8.0,16936.52,3.5
TXN101155,2021-10-09 23:45:35,P005,CU0122,Debit Card,1,38749.37,0.0,38749.37,3.0
TXN101279,2021-10-10 03:48:21,P009,CU0162,Debit Card,4,16307.12,10.0,65228.48,2.0
TXN101225,2021-10-10 04:28:00,P003,CU0474,Credit Card,5,51919.93,5.0,259599.65,3.0
TXN102094,2021-10-10 08:49:02,P004,CU0454,Debit Card,1,60449.12,8.0,60449.12,4.5
TXN102665,2021-10-10 11:52:18,P003,CU0046,Debit Card,2,63845.12,5.0,127690.24,5.0
TXN103975,2021-10-10 16:21:02,P007,CU0256,Debit Card,2,59236.42,0.0,118472.84,4.0
TXN102859,2021-10-11 09:31:40,P002,CU0176,Debit Card,5,59134.59,3.0,295672.95,3.0
TXN101723,2021-10-11 21:31:23,P010,CU0451,UPI,3,47268.82,5.0,141806.46,4.5
TXN103643,2021-10-12 01:27:39,P012,CU0142,Credit Card,2,13012.75,15.0,26025.5,3.5
TXN101920,2021-10-13 08:21:45,P010,CU0018,UPI,2,29212.65,8.0,58425.3,5.0
TXN102660,2021-10-13 14:37:14,P013,CU0009,Credit Card,1,28670.92,5.0,28670.92,4.5
TXN104413,2021-10-13 17:39:37,P007,CU0378,Credit Card,1,44857.21,8.0,44857.21,3.0
TXN103186,2021-10-13 17:39:41,P005,CU0476,Credit Card,1,25560.73,10.0,25560.73,2.5
TXN101292,2021-10-13 19:27:28,P009,CU0462,Debit Card,2,18353.04,0.0,36706.08,4.0
TXN101841,2021-10-14 01:28:36,P017,CU0141,Credit Card,2,21108.39,5.0,42216.78,3.0
TXN104464,2021-10-14 03:38:21,P005,CU0400,UPI,2,43033.28,15.0,86066.56,4.0
TXN100110,2021-10-14 17:32:04,P013,CU0439,UPI,1,28889.52,0.0,28889.52,3.5
TXN101602,2021-10-15 05:32:20,P001,CU0074,Credit Card,1,38980.68,0.0,38980.68,3.5
TXN101457,2021-10-15 14:08:32,P005,CU0475,Cash,2,34553.19,15.0,69106.38,3.5
TXN101407,2021-10-16 13:01:49,P005,CU0297,Credit Card,4,26470.04,3.0,105880.16,4.5
TXN104114,2021-10-16 19:29:48,P014,CU0143,Credit Card,2,16694.89,0.0,33389.78,3.5
TXN104435,2021-10-17 06:36:25,P015,CU0044,Cash,5,28379.22,0.0,141896.1,5.0
TXN103321,2021-10-18 01:14:02,P011,CU0163,Cash,3,20441.01,0.0,61323.03,2.5
TXN103870,2021-10-18 13:29:22,P001,CU0097,Debit Card,1,31736.81,8.0,31736.81,4.5
TXN102256,2021-10-18 20:55:21,P009,CU0128,Credit Card,1,28118.07,10.0,28118.07,4.5
TXN100390,2021-10-19 00:58:30,P006,CU0150,Debit Card,1,53897.59,0.0,53897.59,3.5
TXN101069,2021-10-19 07:21:24,P009,CU0001,Cash,1,22663.48,0.0,22663.48,4.5
TXN104323,2021-10-19 09:36:35,P011,CU0380,UPI,1,32204.99,5.0,32204.99,3.5
TXN100132,2021-10-19 10:24:10,P016,CU0469,Debit Card,2,25212.17,8.0,50424.34,3.5
TXN101435,2021-10-19 10:30:39,P002,CU0287,UPI,2,43562.73,0.0,87125.46,4.5
TXN102150,2021-10-19 15:26:04,P006,CU0103,UPI,3,58929.46,3.0,176788.38,2.5
TXN103987,2021-10-19 18:43:25,P004,CU0296,UPI,2,50706.04,0.0,101412.08,3.0
TXN103639,2021-10-19 20:19:17,P011,CU0048,Credit Card,1,28023.79,10.0,28023.79,3.5
TXN100398,2021-10-19 20:59:26,P010,CU0120,Debit Card,1,37520.91,5.0,37520.91,3.5
TXN103882,2021-10-19 22:43:22,P006,CU0090,Debit Card,2,44861.55,10.0,89723.1,4.5
TXN103006,2021-10-19 23:28:51,P007,CU0248,UPI,1,38302.0,0.0,38302.0,3.0
TXN102808,2021-10-20 12:21:57,P009,CU0169,Debit Card,1,47645.07,0.0,47645.07,3.5
TXN103216,2021-10-20 14:16:51,P010,CU0157,Cash,5,18022.12,0.0,90110.6,4.0
TXN101311,2021-10-21 09:59:50,P008,CU0487,Cash,1,50201.68,8.0,50201.68,3.5
TXN102288,2021-10-21 17:08:01,P002,CU0103,Credit Card,2,69754.14,0.0,139508.28,3.5
TXN103773,2021-10-23 00:20:55,P015,CU0444,UPI,1,26935.64,0.0,26935.64,2.5
TXN100303,2021-10-23 01:35:15,P001,CU0112,UPI,4,46942.46,0.0,187769.84,4.0
TXN104039,2021-10-23 03:04:38,P013,CU0069,Credit Card,1,23294.44,0.0,23294.44,2.5
TXN103807,2021-10-23 04:59:47,P013,CU0232,UPI,1,16562.39,0.0,16562.39,2.5
TXN100249,2021-10-23 12:46:59,P007,CU0209,Credit Card,2,23206.6,3.0,46413.2,3.0
TXN100505,2021-10-23 22:26:02,P015,CU0452,Debit Card,2,19126.96,5.0,38253.92,5.0
TXN103878,2021-10-23 22:47:46,P003,CU0277,Credit Card,2,31439.33,0.0,62878.66,5.0
TXN100988,2021-10-25 01:27:47,P010,CU0262,Credit Card,2,33172.41,0.0,66344.82,3.5
TXN103046,2021-10-25 12:07:18,P011,CU0217,Credit Card,2,39099.14,0.0,78198.28,4.0
TXN100114,2021-10-25 18:39:22,P003,CU0274,Credit Card,2,45770.65,3.0,91541.3,5.0
TXN103610,2021-10-25 23:00:46,P005,CU0392,Cash,1,41990.04,0.0,41990.04,3.5
TXN101612,2021-10-26 06:20:49,P011,CU0227,UPI,1,42214.35,8.0,42214.35,3.5
TXN101721,2021-10-26 11:14:51,P015,CU0086,Debit Card,4,24204.79,3.0,96819.16,2.5
TXN101872,2021-10-26 13:43:15,P001,CU0141,UPI,1,53618.65,0.0,53618.65,1.5
TXN100341,2021-10-26 19:52:08,P010,CU0496,UPI,2,43852.05,5.0,87704.1,3.0
TXN103787,2021-10-27 01:51:53,P015,CU0106,Credit Card,1,23639.92,8.0,23639.92,2.5
TXN100367,2021-10-27 04:23:23,P013,CU0426,Debit Card,2,14790.95,15.0,29581.9,5.0
TXN100582,2021-10-27 10:12:44,P010,CU0011,Debit Card,4,38366.72,0.0,153466.88,4.0
TXN101102,2021-10-27 17:11:04,P011,CU0193,Debit Card,1,29631.52,0.0,29631.52,2.0
TXN102058,2021-10-28 00:51:21,P002,CU0365,Debit Card,1,35780.06,3.0,35780.06,4.0
TXN100915,2021-10-28 02:45:59,P017,CU0129,Cash,3,25427.31,5.0,76281.93,3.0
TXN104273,2021-10-28 07:47:33,P010,CU0286,Debit Card,3,20257.01,8.0,60771.03,5.0
TXN103902,2021-10-29 02:44:48,P002,CU0165,UPI,1,66993.42,0.0,66993.42,3.5
TXN104201,2021-10-29 23:24:51,P012,CU0265,Cash,2,27327.44,5.0,54654.88,3.5
TXN100790,2021-10-30 10:50:23,P014,CU0393,UPI,5,21523.08,8.0,107615.4,5.0
TXN102236,2021-10-30 18:18:31,P002,CU0418,UPI,1,52718.83,10.0,52718.83,4.5
TXN104416,2021-10-31 07:31:22,P008,CU0350,UPI,1,37342.58,3.0,37342.58,3.0
TXN102227,2021-10-31 18:10:58,P012,CU0035,UPI,2,20282.29,0.0,40564.58,4.5
TXN100558,2021-11-02 02:46:37,P004,CU0264,Debit Card,5,42104.48,0.0,210522.4,5.0
TXN102955,2021-11-02 04:39:43,P002,CU0460,Credit Card,4,42216.9,5.0,168867.6,2.5
TXN103676,2021-11-02 10:32:54,P001,CU0001,UPI,1,63607.86,0.0,63607.86,3.0
TXN103750,2021-11-02 11:05:32,P004,CU0431,Debit Card,1,48183.84,8.0,48183.84,4.5
TXN102855,2021-11-02 14:28:21,P004,CU0482,Cash,1,38390.83,3.0,38390.83,3.5
TXN103561,2021-11-02 21:07:34,P012,CU0475,Credit Card,1,30480.55,8.0,30480.55,3.5
TXN101309,2021-11-03 11:47:23,P002,CU0312,Credit Card,3,54599.64,10.0,163798.92,4.0
